source,row_number,issue_code,severity,details,incident_type_raw,incident_description,risk_level_raw,risk_percentage_raw,priority_raw
main,96,RISK_LEVEL_MISMATCH,high,"Risk 82.0 implies Critical, but row has High.",Elder Abuse,Sinisigawan ang lolo at hindi binibigyan ng sapat na pagkain.,High,82,P1
main,98,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,He hit me with his hand and threatened to do worse if I leave.,Critical,92,P1
main,99,RISK_LEVEL_MISMATCH,high,"Risk 85.0 implies Critical, but row has High.",Sexual Abuse,Pinagbantaan niya akong iiwan kung hindi ako susunod sa gusto niya.,High,85,P1
main,99,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Sexual Abuse,Pinagbantaan niya akong iiwan kung hindi ako susunod sa gusto niya.,High,85,P1
main,100,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,He isolates me from friends and monitors my messages daily.,High,76,P2
main,101,RISK_LEVEL_MISMATCH,high,"Risk 60.0 implies High, but row has Medium.",Economic Abuse,Hindi niya ako pinapayagang magkaroon ng sariling pera.,Medium,60,P2
main,101,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,Hindi niya ako pinapayagang magkaroon ng sariling pera.,Medium,60,P2
main,102,RISK_LEVEL_MISMATCH,high,"Risk 69.0 implies High, but row has Medium.",Elder Abuse,The caregiver ignores the elderly patient’s calls for help.,Medium,69,P2
main,103,RISK_LEVEL_MISMATCH,high,"Risk 65.0 implies High, but row has Medium.",Neglect / Acts of Omission,Iniwan ang bata mag-isa habang may handaan sa labas.,Medium,65,P2
main,103,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Neglect / Acts of Omission,Iniwan ang bata mag-isa habang may handaan sa labas.,Medium,65,P2
main,104,RISK_LEVEL_MISMATCH,high,"Risk 87.0 implies Critical, but row has High.",Physical Abuse,Sinuntok niya ang braso ko nang paulit-ulit.,High,87,P1
main,104,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Sinuntok niya ang braso ko nang paulit-ulit.,High,87,P1
main,105,RISK_LEVEL_MISMATCH,high,"Risk 86.0 implies Critical, but row has High.",Sexual Abuse,He used intimidation and threats to get his way.,High,86,P1
main,105,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Sexual Abuse,He used intimidation and threats to get his way.,High,86,P1
main,106,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,Palagi niyang sinasabing wala akong kwenta at pabigat lang.,High,74,P2
main,107,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,He blocked my access to our joint bank account.,High,75,P2
main,108,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Elder Abuse,Inawat na so pensyon ya amay; kulang so panangasi.,High,78,P2
main,109,RISK_LEVEL_MISMATCH,high,"Risk 66.0 implies High, but row has Medium.",Neglect / Acts of Omission,The elderly relative was left alone without supervision.,Medium,66,P2
main,111,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Sexual Abuse,He insisted on intimacy despite my clear refusal.,Critical,94,P1
main,112,RISK_LEVEL_MISMATCH,high,"Risk 67.0 implies High, but row has Medium.",Psychological Abuse,He threatens to spread lies about me in the barangay.,Medium,67,P2
main,112,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,He threatens to spread lies about me in the barangay.,Medium,67,P2
main,114,RISK_LEVEL_MISMATCH,high,"Risk 80.0 implies Critical, but row has High.",Elder Abuse,He verbally abuses his elderly mother daily.,High,80,P1
main,115,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Neglect / Acts of Omission,Walang nagbabantay sa mga bata kapag gabi.,High,78,P2
main,116,RISK_LEVEL_MISMATCH,high,"Risk 85.0 implies Critical, but row has High.",Physical Abuse,He grabbed my arm tightly and left bruises.,High,85,P1
main,116,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,He grabbed my arm tightly and left bruises.,High,85,P1
main,117,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Sexual Abuse,Pinilit niya akong sumama sa kwarto laban sa loob ko.,Critical,93,P1
main,118,RISK_LEVEL_MISMATCH,high,"Risk 63.0 implies High, but row has Medium.",Psychological Abuse,Agbutengak ta agtultuloy ti panangkontrol ken panagbuteng.,Medium,63,P2
main,118,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,Agbutengak ta agtultuloy ti panangkontrol ken panagbuteng.,Medium,63,P2
main,119,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,He spends all money on gambling and leaves nothing for food.,High,76,P2
main,120,RISK_LEVEL_MISMATCH,high,"Risk 81.0 implies Critical, but row has High.",Elder Abuse,The elder is denied medication intentionally.,High,81,P1
main,121,RISK_LEVEL_MISMATCH,high,"Risk 80.0 implies Critical, but row has High.",Neglect / Acts of Omission,Hindi pinapakain nang maayos ang bata.,High,80,P1
main,121,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Neglect / Acts of Omission,Hindi pinapakain nang maayos ang bata.,High,80,P1
main,122,RISK_LEVEL_MISMATCH,high,"Risk 84.0 implies Critical, but row has High.",Physical Abuse,Sinampal niya ako sa harap ng pamilya.,High,84,P1
main,123,RISK_LEVEL_MISMATCH,high,"Risk 88.0 implies Critical, but row has High.",Sexual Abuse,He keeps coercing me emotionally.,High,88,P1
main,123,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Sexual Abuse,He keeps coercing me emotionally.,High,88,P1
main,124,RISK_LEVEL_MISMATCH,high,"Risk 68.0 implies High, but row has Medium.",Psychological Abuse,He threatens to harm himself if I report him.,Medium,68,P2
main,124,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,He threatens to harm himself if I report him.,Medium,68,P2
main,125,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,Kinuha niya ang pangtuition ng bata.,High,77,P2
main,126,RISK_LEVEL_MISMATCH,high,"Risk 62.0 implies High, but row has Medium.",Elder Abuse,Sinisigawan ang lola kapag mabagal kumilos.,Medium,62,P2
main,127,RISK_LEVEL_MISMATCH,high,"Risk 66.0 implies High, but row has Medium.",Neglect / Acts of Omission,The child missed vaccinations due to neglect.,Medium,66,P2
main,128,RISK_LEVEL_MISMATCH,high,"Risk 83.0 implies Critical, but row has High.",Physical Abuse,He threw a bottle near me to scare me.,High,83,P1
main,128,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,He threw a bottle near me to scare me.,High,83,P1
main,129,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Sexual Abuse,Pinilit niya ako kahit umiiyak na ako.,Critical,95,P1
main,130,PRIORITY_MISMATCH,high,"Risk 78.0 implies Second Priority (P2), but row has First Priority (P1).",Psychological Abuse,He constantly belittles me in front of our kids.,High,78,P1
main,130,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,He constantly belittles me in front of our kids.,High,78,P1
main,131,RISK_LEVEL_MISMATCH,high,"Risk 61.0 implies High, but row has Medium.",Economic Abuse,He hides food and forces me to beg neighbors.,Medium,61,P2
main,131,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,He hides food and forces me to beg neighbors.,Medium,61,P2
main,132,RISK_LEVEL_MISMATCH,high,"Risk 65.0 implies High, but row has Medium.",Elder Abuse,The elderly father is mocked and ignored.,Medium,65,P2
main,133,RISK_LEVEL_MISMATCH,high,"Risk 81.0 implies Critical, but row has High.",Neglect / Acts of Omission,Pinapabayaan ang sanggol na walang gatas.,High,81,P1
main,134,RISK_LEVEL_MISMATCH,high,"Risk 86.0 implies Critical, but row has High.",Physical Abuse,Tinadyakan niya ako sa likod.,High,86,P1
main,134,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Tinadyakan niya ako sa likod.,High,86,P1
main,135,RISK_LEVEL_MISMATCH,high,"Risk 89.0 implies Critical, but row has High.",Sexual Abuse,He forced unwanted touching repeatedly.,High,89,P1
main,135,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Sexual Abuse,He forced unwanted touching repeatedly.,High,89,P1
main,136,RISK_LEVEL_MISMATCH,high,"Risk 67.0 implies High, but row has Medium.",Psychological Abuse,He isolates me and blocks my communication.,Medium,67,P2
main,136,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,He isolates me and blocks my communication.,Medium,67,P2
main,137,PRIORITY_MISMATCH,high,"Risk 59.0 implies Third Priority (P3), but row has Second Priority (P2).",Economic Abuse,Hindi niya binabayaran ang renta kahit may pera.,Medium,59,P2
main,137,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,Hindi niya binabayaran ang renta kahit may pera.,Medium,59,P2
main,138,RISK_LEVEL_MISMATCH,high,"Risk 80.0 implies Critical, but row has High.",Elder Abuse,He forces the elder to sign documents.,High,80,P1
main,139,PRIORITY_MISMATCH,high,"Risk 79.0 implies Second Priority (P2), but row has First Priority (P1).",Neglect / Acts of Omission,The children were left hungry overnight.,High,79,P1
main,140,RISK_LEVEL_MISMATCH,high,"Risk 87.0 implies Critical, but row has High.",Physical Abuse,Sinuntok niya ako at sinabing huwag magsumbong.,High,87,P1
main,140,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,Sinuntok niya ako at sinabing huwag magsumbong.,High,87,P1
main,141,RISK_LEVEL_MISMATCH,high,"Risk 86.0 implies Critical, but row has High.",Sexual Abuse,He intimidates me into compliance.,High,86,P1
main,141,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Sexual Abuse,He intimidates me into compliance.,High,86,P1
main,142,RISK_LEVEL_MISMATCH,high,"Risk 66.0 implies High, but row has Medium.",Psychological Abuse,Minumura niya ako araw-araw.,Medium,66,P2
main,142,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,Minumura niya ako araw-araw.,Medium,66,P2
main,143,RISK_LEVEL_MISMATCH,high,"Risk 60.0 implies High, but row has Medium.",Economic Abuse,He prevents me from opening my own account.,Medium,60,P2
main,143,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,He prevents me from opening my own account.,Medium,60,P2
main,144,RISK_LEVEL_MISMATCH,high,"Risk 64.0 implies High, but row has Medium.",Elder Abuse,The elder is not allowed to see relatives.,Medium,64,P2
main,145,RISK_LEVEL_MISMATCH,high,"Risk 65.0 implies High, but row has Medium.",Neglect / Acts of Omission,Iniwan ang matanda mag-isa buong araw.,Medium,65,P2
main,145,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Neglect / Acts of Omission,Iniwan ang matanda mag-isa buong araw.,Medium,65,P2
main,146,RISK_LEVEL_MISMATCH,high,"Risk 84.0 implies Critical, but row has High.",Physical Abuse,He struck my arm during a heated argument and told me to stay silent.,High,84,P1
main,146,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Physical Abuse,He struck my arm during a heated argument and told me to stay silent.,High,84,P1
main,147,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Sexual Abuse,Pinilit niya akong makipaglapit kahit malinaw ang pagtanggi ko.,Critical,93,P1
main,148,RISK_LEVEL_MISMATCH,high,"Risk 68.0 implies High, but row has Medium.",Psychological Abuse,He constantly threatens to embarrass me publicly if I seek help.,Medium,68,P2
main,148,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Psychological Abuse,He constantly threatens to embarrass me publicly if I seek help.,Medium,68,P2
main,149,MAIN_ABUSE_WITHOUT_DOMESTIC_CONTEXT,high,Main dataset abuse row has no clear household/intimate/family context; it should be removed for domestic-only retraining scope.,Economic Abuse,Kinuha niya ang pera para sa pagkain at ginamit sa bisyo.,High,77,P2
