Incident_Type,Incident_Description,Language,Risk_Level,Incident_Risk_Percentage,Priority_Level,Children_Involved,Weapon_Mentioned,AI_Confidence_Score
Physical + Psychological Abuse,Ang step-father ng anak ko ay tinutukan ako ng kord ng kuryente at sinabing papatayin ako sa tapat ng kapitbahay noong kasagsagan ng ulan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,83,P1,Yes,Yes,98
Physical Abuse,Yung asawa kong lasinggero ay biglang hinampas ang ulo ko ng makapal na libro sa tapat ng kapitbahay noong nakaraang linggo kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,85,P1,No,Yes,99
Economic Abuse,Ang step-father ng anak ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa garahe kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Tagalog,Critical,76,P1,Yes,No,93
Psychological Abuse,Ang kuya ko ay pinunit ang mga damit ko at pinalayas ako sa tapat ng kapitbahay noong nakaraang linggo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,77,P2,No,No,85
Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa tapat ng kapitbahay noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,80,P2,Yes,No,92
Sexual Abuse,Yung ex-live-in partner ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa loob ng banyo kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Tagalog,Critical,81,P1,No,No,88
Physical Abuse,Yung asawa kong lasinggero ay tinutukan ako ng payong at sinabing papatayin ako sa kusina habang nagluluto kaninang alas-tres ng madaling araw kasi lasing na lasing siya.,Tagalog,Critical,83,P1,No,Yes,99
Physical + Psychological Abuse,Ang kinakasama ko ay biglang hinampas ang ulo ko ng kutsilyo sa tapat ng kapitbahay kaninang umaga bago pumasok kasi wala daw kaming maiulam.,Tagalog,Critical,94,P1,No,Yes,96
Physical + Psychological Abuse,Ang lolo ng mga bata ay biglang hinampas ang ulo ko ng basag na bote sa kwarto ng mga bata noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,Tagalog,High,82,P2,Yes,Yes,95
Physical Abuse,Yung landlord naming nanghaharass ay tinulak ako pababa mula sa ikalawang palapag sa may hagdanan kahapon ng hapon dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,94,P1,No,No,97
Neglect / Acts of Omission,Ang lolo ng mga bata ay ikinulong ang mga bata sa madilim na bodega sa loob ng banyo noong kasagsagan ng ulan dahil sa hinala niyang may iba ako.,Tagalog,Critical,90,P1,Yes,No,86
Elder Abuse,Yung landlord naming nanghaharass ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa may hagdanan kagabi bago matulog kasi lasing na lasing siya.,Tagalog,Critical,76,P1,No,No,93
Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa kwarto ng mga bata habang kumakain kami ng hapunan dahil sa hinala niyang may iba ako.,Tagalog,Critical,89,P1,Yes,No,86
Physical Abuse,Ang kuya ko ay tinutukan ako ng kutsilyo at sinabing papatayin ako sa gitna ng kalsada noong kasagsagan ng ulan kasi umiiyak ang bata at naingayan siya.,Tagalog,High,94,P2,Yes,Yes,86
Physical Abuse,Yung asawa kong lasinggero ay tinutukan ako ng basag na bote at sinabing papatayin ako sa kusina habang nagluluto kahapon ng hapon dahil sa hinala niyang may iba ako.,Tagalog,High,75,P2,No,Yes,87
Physical + Psychological Abuse,Yung landlord naming nanghaharass ay biglang hinampas ang ulo ko ng bato sa kusina habang nagluluto kaninang umaga bago pumasok kasi wala daw kaming maiulam.,Tagalog,Critical,87,P1,No,Yes,92
Elder Abuse,Ang lolo ng mga bata ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa gitna ng kalsada noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,75,P1,Yes,No,86
Physical + Psychological Abuse,Ang lolo ng mga bata ay biglang hinampas ang ulo ko ng kutsara sa loob ng banyo noong kasagsagan ng ulan kasi wala daw kaming maiulam.,Tagalog,Critical,81,P1,Yes,Yes,91
Sexual Abuse,Ang kinakasama ko ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kwarto ng mga bata kaninang umaga bago pumasok dahil natalo siya sa sugal.,Tagalog,High,96,P2,Yes,No,93
Physical Abuse,Ang lolo ng mga bata ay sinakal ako hanggang sa mawalan ako ng hininga sa loob ng banyo kagabi bago matulog kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,91,P1,Yes,No,88
Physical + Psychological Abuse,Yung asawa kong lasinggero ay tinulak ako pababa mula sa ikalawang palapag sa kusina habang nagluluto habang kumakain kami ng hapunan kasi humingi ako ng pambili ng gamot.,Tagalog,High,87,P2,No,No,95
Psychological Abuse,Yung asawa kong lasinggero ay pinunit ang mga damit ko at pinalayas ako sa may hagdanan noong araw ng sweldo kasi wala daw kaming maiulam.,Tagalog,Critical,77,P1,No,No,93
Physical + Psychological Abuse,Ang step-father ng anak ko ay binato ako ng basag na bote nang ubod ng lakas sa kusina habang nagluluto kagabi bago matulog kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,85,P1,Yes,Yes,87
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa loob ng banyo kaninang tanghaling tapat kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,79,P1,Yes,No,95
Physical Abuse,Ang kinakasama ko ay tinutukan ako ng payong at sinabing papatayin ako sa loob ng banyo kaninang alas-tres ng madaling araw dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,Critical,94,P1,No,Yes,94
Physical Abuse,Yung asawa kong lasinggero ay tinutukan ako ng makapal na libro at sinabing papatayin ako sa kwarto ng mga bata kagabi bago matulog kasi humingi ako ng pambili ng gamot.,Tagalog,High,85,P2,Yes,Yes,89
Psychological Abuse,Ang kuya ko ay pinunit ang mga damit ko at pinalayas ako sa tapat ng kapitbahay kaninang umaga bago pumasok kasi wala daw kaming maiulam.,Tagalog,Critical,83,P1,No,No,96
Physical + Psychological Abuse,Yung ex-live-in partner ko ay sinakal ako hanggang sa mawalan ako ng hininga sa gitna ng kalsada kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Tagalog,High,80,P2,No,No,85
Physical + Psychological Abuse,Yung landlord naming nanghaharass ay binato ako ng kawali nang ubod ng lakas sa gitna ng kalsada kaninang tanghaling tapat kasi wala daw kaming maiulam.,Tagalog,Critical,78,P1,No,Yes,91
Elder Abuse,Yung asawa kong lasinggero ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa garahe habang kumakain kami ng hapunan dahil natalo siya sa sugal.,Tagalog,Critical,89,P1,No,No,95
Psychological Abuse,Yung ex-live-in partner ko ay pinunit ang mga damit ko at pinalayas ako sa likod ng bahay noong nakaraang linggo kasi lasing na lasing siya.,Tagalog,Critical,86,P1,No,No,87
Neglect / Acts of Omission,Ang biyenan kong malupit ay ikinulong ang mga bata sa madilim na bodega sa loob ng banyo kahapon ng hapon kasi lasing na lasing siya.,Tagalog,High,93,P2,Yes,No,87
Elder Abuse,Ang step-father ng anak ko ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa loob ng banyo noong kasagsagan ng ulan kasi lasing na lasing siya.,Tagalog,Critical,95,P1,Yes,No,92
Sexual Abuse,Ang lolo ng mga bata ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa harap ng sari-sari store kaninang umaga bago pumasok dahil sa hinala niyang may iba ako.,Tagalog,Critical,77,P1,Yes,No,90
Physical + Psychological Abuse,Ang biyenan kong malupit ay binato ako ng dos por dos nang ubod ng lakas sa gitna ng kalsada kaninang tanghaling tapat kasi lasing na lasing siya.,Tagalog,High,98,P2,No,Yes,98
Physical + Psychological Abuse,Ang step-father ng anak ko ay binato ako ng martilyo nang ubod ng lakas sa likod ng bahay noong nakaraang linggo dahil natalo siya sa sugal.,Tagalog,High,79,P2,Yes,Yes,94
Physical Abuse,Ang kinakasama ko ay tinulak ako pababa mula sa ikalawang palapag sa gitna ng kalsada kagabi bago matulog kasi lasing na lasing siya.,Tagalog,Critical,92,P1,No,No,97
Psychological Abuse,Yung landlord naming nanghaharass ay pinunit ang mga damit ko at pinalayas ako sa may hagdanan habang kumakain kami ng hapunan dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,94,P2,No,No,88
Neglect / Acts of Omission,Ang kinakasama ko ay ikinulong ang mga bata sa madilim na bodega sa tapat ng kapitbahay noong kasagsagan ng ulan kasi humingi ako ng pambili ng gamot.,Tagalog,High,80,P2,Yes,No,88
Elder Abuse,Yung landlord naming nanghaharass ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa loob ng banyo kagabi bago matulog kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,79,P1,No,No,86
Neglect / Acts of Omission,Ang step-father ng anak ko ay ikinulong ang mga bata sa madilim na bodega sa may hagdanan noong nakaraang linggo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,97,P2,Yes,No,95
Sexual Abuse,Ang biyenan kong malupit ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa tapat ng kapitbahay kagabi bago matulog dahil sa hinala niyang may iba ako.,Tagalog,Critical,93,P1,No,No,93
Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa may hagdanan noong araw ng sweldo kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,75,P1,No,No,85
Physical + Psychological Abuse,Ang step-father ng anak ko ay sinakal ako hanggang sa mawalan ako ng hininga sa may hagdanan kaninang alas-tres ng madaling araw kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,79,P1,Yes,No,87
Economic Abuse,Yung asawa kong lasinggero ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa kwarto ng mga bata noong nakaraang linggo kasi lasing na lasing siya.,Tagalog,High,98,P2,Yes,No,97
Neglect / Acts of Omission,Yung asawa kong lasinggero ay ikinulong ang mga bata sa madilim na bodega sa kusina habang nagluluto kaninang tanghaling tapat dahil sa hinala niyang may iba ako.,Tagalog,High,93,P2,Yes,No,90
Physical + Psychological Abuse,Yung ex-live-in partner ko ay biglang hinampas ang ulo ko ng bakal na tubo sa harap ng sari-sari store noong nakaraang linggo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,84,P2,No,Yes,94
Sexual Abuse,Yung asawa kong lasinggero ay pinilit akong gumawa ng malalaswang bagay kahit ayaw ko sa kusina habang nagluluto noong araw ng sweldo dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,95,P2,No,No,88
Physical Abuse,Ang biyenan kong malupit ay biglang hinampas ang ulo ko ng bakal na tubo sa may hagdanan habang kumakain kami ng hapunan dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,Critical,82,P1,No,Yes,91
Physical + Psychological Abuse,Ang lolo ng mga bata ay tinutukan ako ng bakal na tubo at sinabing papatayin ako sa kusina habang nagluluto noong kasagsagan ng ulan kasi wala daw kaming maiulam.,Tagalog,Critical,99,P1,Yes,Yes,94
Physical + Psychological Abuse,Ang biyenan kong malupit ay sinakal ako hanggang sa mawalan ako ng hininga sa tapat ng kapitbahay noong kasagsagan ng ulan dahil sa hinala niyang may iba ako.,Tagalog,Critical,93,P1,No,No,89
Physical + Psychological Abuse,Ang kinakasama ko ay biglang hinampas ang ulo ko ng dos por dos sa likod ng bahay kaninang umaga bago pumasok kasi umiiyak ang bata at naingayan siya.,Tagalog,High,85,P2,Yes,Yes,92
Physical + Psychological Abuse,Yung asawa kong lasinggero ay sinakal ako hanggang sa mawalan ako ng hininga sa kwarto ng mga bata kagabi bago matulog kasi humingi ako ng pambili ng gamot.,Tagalog,High,97,P2,Yes,No,93
Physical + Psychological Abuse,Yung tiyuhin naming nakikitira ay sinakal ako hanggang sa mawalan ako ng hininga sa loob ng banyo noong kasagsagan ng ulan kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,75,P1,Yes,No,87
Physical Abuse,Yung landlord naming nanghaharass ay tinutukan ako ng bakal na tubo at sinabing papatayin ako sa harap ng sari-sari store kaninang alas-tres ng madaling araw dahil sa hinala niyang may iba ako.,Tagalog,Critical,90,P1,No,Yes,93
Physical + Psychological Abuse,Ang kinakasama ko ay sinakal ako hanggang sa mawalan ako ng hininga sa harap ng sari-sari store noong nakaraang linggo kasi umiiyak ang bata at naingayan siya.,Tagalog,High,78,P2,Yes,No,96
Physical Abuse,Ang kinakasama ko ay tinutukan ako ng dos por dos at sinabing papatayin ako sa kwarto ng mga bata kaninang umaga bago pumasok dahil hindi ko naibigay ang password ng cellphone ko.,Tagalog,High,95,P2,Yes,Yes,94
Neglect / Acts of Omission,Ang kuya ko ay ikinulong ang mga bata sa madilim na bodega sa may hagdanan noong kasagsagan ng ulan kasi humingi ako ng pambili ng gamot.,Tagalog,Critical,96,P1,Yes,No,98
Physical Abuse,Ang biyenan kong malupit ay tinulak ako pababa mula sa ikalawang palapag sa likod ng bahay kahapon ng hapon kasi lasing na lasing siya.,Tagalog,Critical,89,P1,No,No,97
Neglect / Acts of Omission,Yung tiyuhin naming nakikitira ay ikinulong ang mga bata sa madilim na bodega sa tapat ng kapitbahay habang kumakain kami ng hapunan kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,80,P1,Yes,No,88
Economic Abuse,Ang kuya ko ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa tapat ng kapitbahay kahapon ng hapon kasi humingi ako ng pambili ng gamot.,Tagalog,High,96,P2,No,No,86
Physical Abuse,Ang lolo ng mga bata ay sinakal ako hanggang sa mawalan ako ng hininga sa harap ng sari-sari store noong nakaraang linggo dahil sa hinala niyang may iba ako.,Tagalog,Critical,96,P1,Yes,No,95
Physical Abuse,Ang kinakasama ko ay tinutukan ako ng kutsilyo at sinabing papatayin ako sa loob ng banyo noong araw ng sweldo kasi umiiyak ang bata at naingayan siya.,Tagalog,Critical,89,P1,Yes,Yes,98
Economic Abuse,Yung tiyuhin naming nakikitira ay kinuha lahat ng ipon ko sa bangko nang walang paalam sa harap ng sari-sari store kaninang tanghaling tapat kasi umiiyak ang bata at naingayan siya.,Tagalog,High,95,P2,Yes,No,92
Elder Abuse,Ang lolo ng mga bata ay hindi pinakain ang bedridden kong nanay sa loob ng tatlong araw sa loob ng banyo noong araw ng sweldo dahil pinagsabihan ko siyang maghanap ng trabaho.,Tagalog,High,93,P2,Yes,No,97
Neglect / Acts of Omission,Yung ex-live-in partner ko ay ikinulong ang mga bata sa madilim na bodega sa garahe kaninang umaga bago pumasok dahil natalo siya sa sugal.,Tagalog,High,91,P2,Yes,No,95
